Anolis sheplani,SCHWARTZ 1974,,Cabral Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis shrevei,(COCHRAN 1939),,Shreve's Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis sierramaestrae,"HOLÁŇOVÁ, REHÁK & FRYNTA 2012",,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis singularis,WILLIAMS 1965,,Porcupine Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis smallwoodi,SCHWARTZ 1964,"Anolis smallwoodi smallwoodi SCHWARTZ 1964
Anolis smallwoodi palardis SCHWARTZ 1964
Anolis smallwoodi saxuliceps SCHWARTZ 1964",Smallwood's Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis smaragdinus,BARBOUR & SHREVE 1935,"Anolis smaragdinus smaragdinus BARBOUR and SHREVE 1935
Anolis smaragdinus lerneri OLIVER, 1948",Bahamian Green Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis sminthus,DUNN & EMLEN 1932,,Mouse Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis soinii,POE & YAÑEZ-MIRANDA 2008,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis solitarius,RUTHVEN 1916,,Solitaire Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis spectrum,PETERS 1863,,Matanzas Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis squamulatus,PETERS 1863,,Small-scaled Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis stevepoei,"KÖHLER, TREJO PÉREZ, PETERSEN & MÉNDEZ DE LA CRUZ 2014",,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis strahmi,SCHWARTZ 1979,"Anolis strahmi strahmi SCHWARTZ 1979
Anolis strahmi abditus SCHWARTZ 1979",Strahm's Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis stratulus,COPE 1861,,"Spotted anole, St. Thomas Anole, Banded Anole

Spanish: Lagartijo manchado","Dactyloidae, Iguania, Sauria (lizards)"
Anolis subocularis,DAVIS 1954,,Pacific Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis sulcifrons,COPE 1899,,Grooved Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tandai,AVILA-PIRES 1995,,Tandai’s Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis taylori,SMITH & SPIELER 1945,,Taylor's Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tenorioensis,KÖHLER 2011,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis terraealtae,BARBOUR 1915,,Les Saines Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis terueli,"NAVARRO, FERNANDEZ & GARRIDO 2001",,Yellow-fanned Pallid Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tetarii,"(BARROS, WILLIAMS & VILORIA 1996)",,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tigrinus,PETERS 1863,,Tiger Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis toldo,FONG & GARRIDO 2000,,Gray-banded Green Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tolimensis,WERNER 1916,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis townsendi,STEJNEGER 1900,,Townsend's Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis trachyderma,COPE 1876,,"Roughskin Anole, Common Forest Anole","Dactyloidae, Iguania, Sauria (lizards)"
Anolis transversalis,DUMÉRIL 1851,,"Banded Tree Anole, Transverse Anole","Dactyloidae, Iguania, Sauria (lizards)"
Anolis trinitatis,REINHARDT & LÜTKEN 1862,,"Saint Vincent's bush anole, Trinidad Anole","Dactyloidae, Iguania, Sauria (lizards)"
Anolis tropidogaster,HALLOWELL 1856,,Tropical Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tropidolepis,BOULENGER 1885,,Swift Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis tropidonotus,PETERS 1863,"Anolis tropidonotus spilorhipis ALVAREZ DEL TORO & SMITH 1956
Anolis tropidonotus tropidonotus PETERS 1863",Greater Scaly Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis umbrivagus,BERNAL-CARLO & ROZE 2005,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis uniformis,COPE 1885,,Lesser Scaly Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis unilobatus,KÖHLER & VESELY 2010,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis utilensis,(KÖHLER 1996),,Utila Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis valencienni,DUMÉRIL & BIBRON 1837,,"E: Short-tail Anole
G: Schwertschwanz-Anolis","Dactyloidae, Iguania, Sauria (lizards)"
Anolis vanidicus,GARRIDO & SCHWARTZ 1972,,Vanidicus Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis vanzolinii,"(WILLIAMS, ORCES, MATHEUS & BLEIWEISS 1996)",,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis vaupesianus,WILLIAMS 1982,,Williams' Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis ventrimaculatus,BOULENGER 1911,,Speckled Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis vermiculatus,COCTEAU 1837,,Vinales Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis vescus,GARRIDO & HEDGES 1992,,Purial Bush Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis vicarius,WILLIAMS 1986,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis villai,FITCH & HENDERSON 1976,,Country Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis vittigerus,COPE 1862,,Garland Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis wampuensis,(MCCRANIE & KÖHLER 2001),,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis wattsi,BOULENGER 1894,,Watts'  Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis websteri,ARNOLD 1980,,Webster's Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis wellbornae,AHL 1940,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis wermuthi,(KÖHLER & OBERMEIER 1998),,Wermuth’s Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis whitemani,WILLIAMS 1963,"Anolis whitemani whitemani WILLIAMS 1963
Anolis whitemani lapidosus SCHWARTZ 1980","pallid stout anole, Whiteman's Anole","Dactyloidae, Iguania, Sauria (lizards)"
Anolis williamsii,BOCOURT 1870,,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis williamsmittermeierorum,POE & YAÑEZ-MIRANDA 2007,,Williams-Mittermeier Anole,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis woodi,DUNN 1940,,"Wood's Anole
attenuatus: Slender Anole","Dactyloidae, Iguania, Sauria (lizards)"
Anolis yoroensis,"(MCCRANIE, NICHOLSON & KÖHLER 2001)",,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis zapotecorum,"KÖHLER, TREJO PÉREZ, PETERSEN & MÉNDEZ DE LA CRUZ 2014",,,"Dactyloidae, Iguania, Sauria (lizards)"
Anolis zeus,(KÖHLER & MCCRANIE 2001),,,"Dactyloidae, Iguania, Sauria (lizards)"
Anomalepis aspinosus,TAYLOR 1939,,Taylor's Peru Blind Snake,"Anomalepididae, Typhlopoidea, Serpentes (snakes)"
Anomalepis colombia,MARX 1953,,,"Anomalepididae, Typhlopoidea, Serpentes (snakes)"
Anomalepis flavapices,PETERS 1957,,Ecuador Blind Snake,"Anomalepididae, Typhlopoidea, Serpentes (snakes)"
Anomalepis mexicanus,JAN 1860,,Mexican Blind Snake,"Anomalepididae, Typhlopoidea, Serpentes (snakes)"
Anomalopus brevicollis,GREER & COGGER 1985,,Short-necked Worm-skink,"Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomalopus gowi,GREER & COGGER 1985,,Speckled Worm-skink,"Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomalopus leuckartii,(WEINLAND 1862),,Two-clawed Worm-skink,"Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomalopus mackayi,GREER & COGGER 1985,,Five-clawed Worm-skink,"Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomalopus pluto,INGRAM 1977,,Cape York Worm-skink,"Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomalopus swansoni,GREER & COGGER 1985,,Punctate Worm-skink,"Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomalopus verreauxi,DUMÉRIL & DUMÉRIL 1851,,"Three-clawed Worm-skink, Verreaux's Skink","Scincidae, Sphenomorphinae, Sauria (lizards)"
Anomochilus leonardi,SMITH 1940,,"E: Leonard's Pipe Snake, Leonard's Burrowing Snake
G: Leonards Wühlschlange","Anomochilidae, Henophidia, Serpentes (snakes)"
Anomochilus monticola,"DAS, LAKIM, LIM & HUI 2008",,,"Anomochilidae, Henophidia, Serpentes (snakes)"
Anomochilus weberi,(LIDTH DE JEUDE 1890),,Webers Cylinder Snake,"Anomochilidae, Henophidia, Serpentes (snakes)"
Anoplohydrus aemulans,WERNER 1909,,,"Natricidae, Colubroidea, Serpentes (snakes)"
Anotosaura collaris,AMARAL 1933,,Collared Anotosaura,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Anotosaura vanzolinia,DIXON 1974,,Vanzolini’s Anotosaura,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Antaioserpens warro,(DE VIS 1884),,"North-eastern Plain-nosed Burrowing Snake, Robust Burrowing Snake","Elapidae, Serpentes (snakes)"
Antaresia childreni,(GRAY 1842),,"E: Children's Python
G: Gefleckter Python","Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)"
Antaresia maculosa,(PETERS 1873),,"E: Eastern Small-blotched Python, Eastern Childrens Python
G: Gefleckter Zwergpython","Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)"
Antaresia perthensis,(STULL 1932),,"E: Pygmy Python
G: Perth-Zwergpython","Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)"
Antaresia stimsoni,(SMITH 1985),"Antaresia stimsoni stimsoni SMITH 1985
Antaresia stimsoni orientalis SMITH 1985","E: Large-blotched Python, Stimsons Python
G: Stimsons Python","Pythonidae, Henophidia, Pythonoidea, Serpentes (snakes)"
Apalone ferox,(SCHNEIDER 1783),,"E: Florida Softshell Turtle
G: Florida-Weichschildkröte","Trionychidae (Trionychinae), Testudines (turtles)"
Apalone mutica,(LE SUEUR 1827),"Apalone mutica mutica (LE SUEUR, 1827)
Apalone mutica calvata (WEBB 1959)","E: Smooth Softshelled Turtle
G: Glatte Weichschildkröte
mutica: Midland Smooth Softshell
calvata: Gulf Coast Smooth Softshell","Trionychidae (Trionychinae), Testudines (turtles)"
Apalone spinifera,(LE SUEUR 1827),"Apalone spinifera aspera (AGASSIZ 1857)
Apalone spinifera atra WEBB & LEGLER 1960
Apalone spinifera emoryi (AGASSIZ 1857)
Apalone spinifera guadalupensis (WEBB 1962)
Apalone spinifera pallida (WEBB 1962)
Apalone spinifera spinifera (LE SUEUR 1827)","aspera: Gulf Coast Spiny Softshell
ater: Spiny Softshell
emoryi: Texas Spiny Softshell
guadalupensis: Guadalupe Spiny Softshell
hartwegi: Western Spiny Softshell
pallida: Pallid Spiny Softshell
spinifera: Eastern Spiny Softshell
G: Dornrand-Weichschildkröte","Trionychidae (Trionychinae), Testudines (turtles)"
Aparallactus capensis,SMITH 1849,"Aparallactus capensis bocagei BOULENGER 1895
Aparallactus capensis capensis SMITH 1849
Aparallactus capensis luebberti STERNFELD 1910
Aparallactus capensis punctatolineatus BOULENGER 1895","E: Cape Centipede Eater
G: Tausendfüßerfresser","Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus guentheri,BOULENGER 1895,,Black Centipede Eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus jacksonii,(GÜNTHER 1888),,Jackson’s centipede-eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus lineatus,(PETERS 1870),,Lined Centipede-eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus lunulatus,(PETERS 1854),"Aparallactus lunulatus lunulatus (PETERS 1854)
Aparallactus lunulatus nigrocollaris CHABANAUD 1916
Aparallactus lunulatus scortecci PARKER 1949",Plumbeous or Reticulated Centipede Eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus modestus,(GÜNTHER 1859),"Aparallactus modestus modestus (GÜNTHER 1859)
Aparallactus modestus ubangensis BOULENGER 1897",Western Forest Centipede-eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus moeruensis,DE WITTE & LAURENT 1943,,Zaire Centipede-eater.,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus niger,BOULENGER 1897,,,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus nigriceps,(PETERS 1854),,Mozambique Centipede Eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus turneri,LOVERIDGE 1935,,Malindi Centipede-eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Aparallactus werneri,BOULENGER 1895,,Usambara Centipede-eater,"Lamprophiidae, Aparallactinae, Serpentes (snakes)"
Apathya cappadocica,(WERNER 1902),"Apathya cappadocica cappadocica (WERNER, 1902)
Apathya cappadocica muhtari (EISELT 1979)
Apathya cappadocica schmidtlerorum (EISELT 1979)
Apathya cappadocica urmiana (LANTZ & SUCHOW 1934)
Apathya cappadocica wolteri (BIRD 1936)",Anatolian Lizard,"Lacertidae, Sauria (lizards)"
Apathya yassujica,"(NILSON, RASTEGAR-POUYANI, RASTEGAR-POUYANI & ANDRÉN 2003)",,Yassujian lizard,"Lacertidae, Sauria (lizards)"
Aphaniotis acutirostris,MODIGLIANI 1889,,Indonesia Earless Agama,"Agamidae (Draconinae), Sauria (lizards)"
Aphaniotis fusca,(PETERS 1864),,"E: Dusky Earless Agama, Peninsular Earless Agama
G: Blaumaulagame","Agamidae (Draconinae), Sauria (lizards)"
Aphaniotis ornata,(LIDTH DE JEUDE 1893),,Ornate Earless Agama,"Agamidae (Draconinae), Sauria (lizards)"
Aplopeltura boa,(BOIE 1828),,"E: Blunthead Slug Snake
G: Kurzkopf-Schneckenatter","Pareatidae, Serpentes (snakes)"
Apostolepis albicollaris,DE LEMA 2002,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis ambiniger,(PETERS 1869),,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis ammodites,"FERRAREZZI, ERRITTO BARBO &  ESPAÑA ALBUQUERQUE 2005",,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis arenaria,RODRIGUES 1993,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis assimilis,(REINHARDT 1861),,Reinhardt's Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis breviceps,"HARVEY, GONZALES & SCROCCHI 2001",,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis cearensis,GOMES 1915,,Gomes' Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis cerradoensis,DE LEMA 2003,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis christineae,DE LEMA 2002,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis dimidiata,(JAN 1862),,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis dorbignyi,(SCHLEGEL 1837),,Bolivian Burrowing Snal e,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis flavotorquata,"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,Central Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis gaboi,RODRIGUES 1993,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis goiasensis,PRADO 1942,,Goias Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis intermedia,KOSLOWSKY 1898,,Mato Grosso Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis longicaudata,GOMES 1921,,Longhead Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis multicincta,HARVEY 1999,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis nelsonjorgei,DE LEMA & RENNER 2004,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis niceforoi,AMARAL 1935,,Amazon Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis nigrolineata,(PETERS 1869),,quinquelineatus: Guyana Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis nigroterminata,BOULENGER 1896,,Peru Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis parassimilis,DE LEMA & RENNER 2011,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis phillipsae,HARVEY 1999,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis polylepis,AMARAL 1921,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis pymi,BOULENGER 1903,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis quirogai,GIRAUDO & SCROCCHI 1998,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis serrana,DE LEMA & RENNER 2006,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis striata,DE LEMA 2004,,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis tenuis,RUTHVEN 1927,,Ruthven's Burrowing Snake,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Apostolepis vittata,(COPE 1887),,,"Dipsadidae, Colubroidea, Serpentes (snakes)"
Aprasia aurita,KLUGE 1974,,Eared Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia clairae,"MARYAN, HOW & ADAMS 2013",,,"Pygopodidae, Sauria (lizards)"
Aprasia haroldi,STORR 1978,,Shark Bay Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia inaurita,KLUGE 1974,,Mallee Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia litorea,"MARYAN, BUSH, ADAMS 2013",,,"Pygopodidae, Sauria (lizards)"
Aprasia parapulchella,KLUGE 1974,,"Granite Worm-lizard, Pink-tailed Worm Lizard","Pygopodidae, Sauria (lizards)"
Aprasia picturata,SMITH & HENRY 1999,,,"Pygopodidae, Sauria (lizards)"
Aprasia pseudopulchella,KLUGE 1974,,Flinders Ranges Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia pulchella,GRAY 1839,,Pretty Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia repens,(FRY 1914),,Sedgelands Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia rostrata,PARKER 1956,,Exmouth Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia smithi,STORR 1970,,Zuytdorp Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprasia striolata,LÜTKEN 1863,,Striated Worm-lizard,"Pygopodidae, Sauria (lizards)"
Aprosdoketophis andreonei,"WALLACH, LANZA & NISTRI 2010",,,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Archaeolacerta bedriagae,(CAMERANO 1885),"Archaeolacerta bedriagae bedriagae (CAMERANO 1885)
Archaeolacerta bedriagae paessleri (MERTENS 1927)
Archaeolacerta bedriagae sardoa (PERACCA 1903)","E: Bedriaga's Rock Lizard
G: Tyrrhenische Gebirgseidechse","Lacertidae, Sauria (lizards)"
Archaius tigris,(KUHL 1820),,,"Chamaeleonidae, Sauria (lizards)"
Archelaphe bella,(STANLEY 1917),"Archelaphe bella bella (STANLEY 1917)
Archelaphe bella chapaensis (BOURRET 1934)","Bella Rat Snake
E: Burmese Rat Snake (leonardi)
G: Leonards Kletternatter (leonardi)","Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Argyrogena fasciolata,(SHAW 1802),,"E: Banded Racer
G: Gebänderte Zornnatter","Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Argyrogena vittacaudata,(BLYTH 1854),,,"Colubridae, Colubrinae, Colubroidea, Serpentes (snakes)"
Argyrophis bothriorhynchus,(GÜNTHER 1864),,Günther’s blind snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis diardii,(SCHLEGEL 1839),"Argyrophis diardii platyventris (KHAN 1998)
Argyrophis diardii diardii (SCHLEGEL 1839)","E: Diard’s blindsnake
G: Diards Blindschlange","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis fuscus,((DUMÉRIL) 1851),,Brown Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis giadinhensis,(BOURRET 1937),,Vietnam Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis hypsobothrius,(WERNER 1917),,Sumatra Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis klemmeri,(TAYLOR 1962),,"E: Klemmer’s Blind Snake, Kuala Lumpur Worm Snake
G: Klemmers Blindschlange","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis koshunensis,(OSHIMA 1916),,Koshun Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis muelleri,(SCHLEGEL 1839),,"E: Müller’s Blind Snake
G: Müllers Blindschlange","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis oatesii,(BOULENGER 1890),,Andaman Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis roxaneae,(WALLACH 2001),,,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis siamensis,(GÜNTHER 1864),,"E: Thailand Worm Snake, Siamese Blind Snake
G: Siam-Blindschlange","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Argyrophis trangensis,(TAYLOR 1962),,"E: Trang Worm Snake, Trang Blind Snake
G: Trang-Blindschlange","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes (snakes)"
Aristelliger barbouri,NOBLE & KLINGEL 1932,,Striped Caribbean Gecko,"Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger cochranae,GRANT 1931,,Cochran's Caribbean Gecko,"Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger expectatus,COCHRAN 1933,,,"Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger georgeensis,(BOCOURT 1873),,Saint George Island Gecko,"Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger hechti,SCHWARTZ & CROMBIE 1975,,Hecht's Caribbean Gecko,"Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger lar,COPE 1861,,Spotted Caribbean Gecko,"Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger praesignis,(HALLOWELL 1856),"Aristelliger praesignis praesignis (HALLOWELL 1856)
Aristelliger praesignis nelsoni BARBOUR 1914","Woodslave (Cayman Island), Croaking Lizard (Jamaica)","Sphaerodactylidae, Sauria (lizards: geckos)"
Aristelliger reyesi,DIAZ & HEDGES 2009,,Reyes’ Caribbean Gecko,"Sphaerodactylidae, Sauria (lizards: geckos)"
Arizona elegans,KENNICOTT 1859,"Arizona elegans arenicola DIXON 1960
Arizona elegans candida KLAUBER 1946
Arizona elegans eburnata KLAUBER 1946
Arizona elegans elegans KENNICOT 1859
Arizona elegans noctivaga KLAUBER 1946
Arizona elegans occidentalis BLANCHARD 1924
Arizona elegans philipi KLAUBER 1946","E: arenicola: Texas Glossy Snake
candida: Mojave Glossy Snake
eburnata: Desert Glossy Snake
elegans: Eastern Glossy Snake, Kansas Glossy Snake
noctovaga: Arizona Glossy Snake
occidentalis:  Western Glossy Snake, California Glossy Snake, Painted Desert Glossy Snake
G: Arizonanatter","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Serpentes (snakes)"
Arrhyton ainictum,SCHWARTZ & GARRIDO 1981,,Cuban Island Racer,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton dolichura,WERNER 1909,,Habana Island Racer,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton procerum,HEDGES & GARRIDO 1992,,Zapata Long-tailed Groundsnake,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton redimitum,(COPE 1863),,,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton supernum,HEDGES & GARRIDO 1992,,Oriente Black Groundsnake,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton taeniatum,GÜNTHER 1858,,Günther's Island Racer,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton tanyplectum,SCHWARTZ & GARRIDO 1981,,San Vincente Island Racer,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arrhyton vittatum,(GUNDLACH 1861),,Common Island Racer,"Dipsadidae, Alsophiini, Colubroidea, Serpentes (snakes)"
Arthrosaura guianensis,MACCULLOCH 2001,,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura hoogmoedi,KOK 2008,,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura kockii,(LIDTH DE JEUDE 1904),,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura montigena,MYERS & DONNELLY 2008,,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura reticulata,(O’SHAUGHNESSY 1881),,Yellowbelly Arthrosaura,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura synaptolepis,"DONNELLY, MCDIARMID & MYERS 1992",,Donneisy's Arthrosaura,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura testigensis,GORZULA & SENARIS 1999,,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura tyleri,(BURT & BURT 1931),,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Arthrosaura versteegii,LIDTH DE JEUDE 1904,,,"Gymnophthalmidae (Ecpleopinae), Sauria (lizards)"
Asaccus andersoni,"TORKI, FATHINIA, ROSTAMI, GHARZI & NAZARI-SERENJEH 2011",,,"Phyllodactylidae, Sauria (lizards: geckos)"
Asaccus barani,"TORKI, AHMADZADEH, ILGAZ, AVCI & KUMLUTAS 2011",,,"Phyllodactylidae, Sauria (lizards: geckos)"
Asaccus caudivolvulus,ARNOLD & GARDNER 1994,,Musandam Leaf-toed Gecko,"Phyllodactylidae, Sauria (lizards: geckos)"
Asaccus elisae,(WERNER 1895),,Werner's Leaf-Toed Gecko,"Phyllodactylidae, Sauria (lizards: geckos)"
Asaccus gallagheri,(ARNOLD 1972),,Gallagher's Gecko,"Phyllodactylidae, Sauria (lizards: geckos)"
Asaccus granularis,TORKI 2010,,,"Phyllodactylidae, Sauria (lizards: geckos)"
Asaccus griseonotus,DIXON & ANDERSON 1973,,Gray-marked Gecko,"Phyllodactylidae, Sauria (lizards: geckos)"
